date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:34	56596/56596	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:05%20GMT	http://kodeforest.net/html/bon-voyage/blog-post-sidebar.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/blog-post-sidebar.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:36	50385/50385	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:05%20GMT	http://kodeforest.net/html/bon-voyage/blog-post-sidebar-2.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/blog-post-sidebar-2.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:37	56635/56635	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:02%20GMT	http://kodeforest.net/html/bon-voyage/blog-detail.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/blog-detail.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:39	32582/32582	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:22%20GMT	http://kodeforest.net/html/bon-voyage/team.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/team.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:39	25025/25025	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:00%20GMT	http://kodeforest.net/html/bon-voyage/404.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/404.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:40	3796/3796	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:08%20GMT	http://kodeforest.net/html/bon-voyage/comming-soon.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/comming-soon.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:41	35476/35476	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:20%20GMT	http://kodeforest.net/html/bon-voyage/shop.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/shop.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:41	29262/29262	---M--	200	added ('OK')	text/html	date:Thu,%2003%20May%202018%2014:36:09%20GMT	http://kodeforest.net/html/bon-voyage/contact-us.html	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/contact-us.html	(from http://kodeforest.net/html/bon-voyage/)
13:02:52	45113/45113	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:02%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/blog-img1.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/blog-img1.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:02:59	41785/41785	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:05%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/blog-img2.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/blog-img2.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:09	50932/50932	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:07%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/blog-img3.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/blog-img3.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:15	37256/37256	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:07%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/blog-img4.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/blog-img4.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:19	19639/19639	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:09%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/blog-img5.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/blog-img5.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:24	27872/27872	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:09%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/blog-img6.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/blog-img6.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:31	43811/43811	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:58%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img1.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img1.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:41	56730/56730	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:58%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img2.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img2.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:51	62310/62310	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:00%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img3.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img3.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:03:58	40438/40438	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:00%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img4.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img4.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:29	189430/189430	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:56%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_center_img1.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_center_img1.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:33	703558/703558	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:36:50%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/banner-01.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/banner-01.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:37	44843/44843	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:02%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img5.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img5.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:42	51271/51271	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:02%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img6.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img6.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:45	46518/46518	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:04%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img7.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img7.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:46	6160/6160	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:31%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img01.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img01.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:47	7408/7408	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:32%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img02.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img02.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:49	6552/6552	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:33%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img03.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img03.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:50	46739/46739	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:05%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/location_tour_img8.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/location_tour_img8.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:51	9335/9335	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:34%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img04.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img04.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:52	10880/10880	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:35%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img05.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img05.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:52	5529/5529	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:35%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img06.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img06.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:53	7547/7547	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:36%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img07.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img07.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:04:54	10014/10014	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:37:37%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/city-img08.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/city-img08.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:02	46732/46732	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:09%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/expert-img02.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/expert-img02.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:03	62427/62427	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:09%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/expert-img01.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/expert-img01.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:09	45601/45601	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:11%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/expert-img03.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/expert-img03.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:11	42227/42227	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:11%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/expert-img04.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/expert-img04.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:11	10788/10788	---M--	200	added ('OK')	image/png	date:Thu,%2003%20May%202018%2014:40:17%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/testimonial-img1.png	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/testimonial-img1.png	(from http://kodeforest.net/html/bon-voyage/)
13:05:17	989136/989136	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:36:52%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/banner-02.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/banner-02.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:34	104258/104258	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:45%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/rala-post-img2.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/rala-post-img2.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:38	165731/165731	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:39:38%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/rala-post-img1.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/rala-post-img1.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:41	11756/11756	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:39%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/instagram-img01.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/instagram-img01.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:43	13581/13581	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:40%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/instagram-img02.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/instagram-img02.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:43	207259/207259	---M--	200	added ('OK')	image/png	date:Thu,%2003%20May%202018%2014:40:15%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/summer-vacaton-img.png	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/summer-vacaton-img.png	(from http://kodeforest.net/html/bon-voyage/)
13:05:45	11991/11991	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:41%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/instagram-img03.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/instagram-img03.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:47	21472/21472	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:42%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/instagram-img04.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/instagram-img04.jpg	(from http://kodeforest.net/html/bon-voyage/)
13:05:48	16519/16519	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2014:38:42%20GMT	http://kodeforest.net/html/bon-voyage/extra-images/instagram-img05.jpg	C:/Users/Tun_Equip/Desktop/template/kodeforest.net/html/bon-voyage/extra-images/instagram-img05.jpg	(from http://kodeforest.net/html/bon-voyage/)
